A,B,C,D,E,F,G
-4.395326327,9.067345441,5.505168592,1.496293223,-5.202511321,-8.340610493,-7.647067075
7.061577909,-0.31376937,5.896214349,-10.65877836,9.725107907,6.547444986,-5.851218753
-7.215834334,-6.479286028,-3.990507382,1.009768873,-0.972931594,-2.125020545,1.775544759
7.271040233,2.658536063,4.508814959,-6.940425901,9.852132932,6.183607387,-6.314574524
-6.763317987,-7.892787509,-3.253815177,0.389643265,-0.851168386,-2.333539194,1.846306125
-6.464190562,-4.293950204,-3.720295915,0.733711824,5.823583124,-6.717268337,-1.1061169
-2.678320309,9.093859663,5.398703252,2.669492546,-6.600827379,-7.088777964,-9.150996202
-8.173793079,-2.542334394,-2.824486387,1.983477577,5.010403801,-5.756335437,-0.067160502
7.343550255,0.954275859,4.110509277,-9.814485402,9.351447589,5.849109928,-7.24050758
-2.42387948,8.206020407,3.80943443,2.495683789,-6.46122897,-5.478511,-8.187877664
-4.989209742,-6.152888889,-4.67986287,1.772747646,-1.148773486,-3.213578364,1.168729723
-9.009152065,-6.553656512,-2.915834685,-1.424651696,6.716690526,-5.848540579,1.935424078
5.479769957,1.203247592,5.599647141,-9.254034648,9.996792135,7.387418855,-6.344567166
-4.9624313,-5.53723148,-6.208817163,-0.558802215,-1.022959302,-5.962384762,1.33946889
-7.391792357,-5.544077477,-3.660213603,-0.380335608,5.733191053,-6.697052383,1.608966531
-6.163724434,-6.136479887,-3.73583664,-0.929903874,-2.807890281,-4.983412365,3.249948468
-7.030145849,-5.835172046,-5.073156947,2.660021222,-0.043748323,-3.191120751,0.846628889
-5.637577044,-4.839299855,-3.006266104,-0.226312117,-0.992184498,-4.112310075,0.90492894
-1.546694737,7.78810677,6.836524891,2.740649028,-6.881341345,-5.79057301,-6.472919985
8.408023446,1.997111551,4.789131974,-7.923668292,9.661952628,6.090053244,-5.285965571
7.446251823,3.309247521,4.036903076,-10.75102055,9.236553249,6.184451035,-4.329318849
-6.015975162,-5.812026871,-3.311959068,-0.993544051,-1.361508813,-5.201479027,2.638523862
-8.307792562,-3.39912027,-2.977702693,0.823420635,5.262282983,-5.296014002,0.795530748
-7.536183109,-3.772848892,-1.53882058,-1.359553045,8.141918573,-4.045832921,1.613944398
-7.270360025,-3.664981978,-4.994181393,-1.263482688,6.551280439,-5.71779201,-1.352152324
-4.813409559,8.653276905,7.342906401,1.742508017,-5.776409619,-5.438167191,-8.619363841
-7.684096946,-5.039500872,-4.138824415,-1.367084694,-2.059965808,-5.098817669,2.071096163
-3.953052439,6.718105175,4.089341987,0.752457258,-7.387767389,-7.027889912,-9.291576166
-2.401989661,8.695439773,5.266313509,1.893261231,-6.674551852,-8.503492123,-6.949890817
6.213772788,2.345547422,2.613881762,-9.384366257,9.591186685,8.325307778,-7.31819168
-6.413318987,-6.756553132,-3.502934447,0.376740795,0.444254832,-3.589008186,1.313642269
-7.472808188,-8.112791443,-3.864728377,1.757406523,-0.435294986,-4.257329492,3.984047593
-1.910403233,9.682626617,3.905705037,2.05516524,-6.422346787,-5.424287271,-8.133821217
-7.890819206,-5.514931036,-2.05062216,-0.326223123,5.418549719,-5.564579973,-0.161140713
8.462433527,-0.203635183,3.373900115,-10.05826799,9.162216944,6.158908795,-8.303244078
-1.249964383,10.160727,3.666499998,2.98030302,-6.543482228,-7.107585853,-9.662263244
-2.286907767,10.29315194,3.687562455,1.296174545,-7.652286636,-6.049917781,-7.937929168
-2.703894919,8.950097951,4.731631321,2.22541008,-6.995856234,-6.66539641,-7.260209699
-5.81426109,-1.946147818,-1.735749197,-1.970480887,7.467038561,-7.567956616,-0.019802686
-5.809208011,-3.973739026,-2.643628244,0.215794469,6.57509573,-6.768377901,-0.165092838
-6.41512608,-6.761721726,-3.38822661,0.595937487,-2.532367837,-3.921692693,-0.221684029
-7.558184124,-6.288266166,-3.775329869,2.464785318,-2.399598965,-4.135954997,1.177636487
-0.869941106,7.091514356,5.21695102,1.795146394,-6.724471848,-7.278392627,-8.720739127
6.779234622,1.944191225,3.634088218,-8.045422009,8.167218546,6.660589186,-5.225779135
-2.184857413,8.48156063,5.479542701,0.615652144,-7.780298574,-7.844309665,-7.758271697
-7.616339044,-3.776410499,-3.245323727,-0.910973102,7.020217292,-6.83565454,-0.162985598
-5.547756117,-3.305558894,-2.063603522,-2.59529405,5.876356555,-6.161537786,0.121031658
6.362051102,1.970587444,4.849215404,-8.593007214,10.21292776,6.343220761,-5.703625959
-8.21515762,-6.878597625,-4.049770574,1.74906043,-1.461701302,-4.37198623,2.622585021
7.362417432,2.23368089,5.344346495,-11.13276502,9.918373465,6.637263032,-5.187160328
-6.366977866,-5.826045445,-2.941817691,-0.260846659,-0.994953101,-4.682121372,2.04807665
-3.234941436,9.201052893,3.884495904,1.361651881,-8.286288288,-7.803342839,-10.19001236
-6.152574494,-6.216884237,-2.906392634,1.598302571,-1.393118432,-3.884750703,2.565592648
5.323536355,-0.075887228,5.483332548,-9.635368655,9.581438954,4.858201823,-6.506406699
5.636645964,1.769946753,4.745162976,-8.8478889,10.06808153,6.943683505,-5.948942766
-3.02309825,7.81533473,6.424653875,1.986620049,-7.104480247,-7.808901675,-5.902669854
-7.9076364,-3.8462748,-1.575068873,-0.050262848,5.898070235,-5.486477863,2.747562733
-2.251647232,8.939840212,2.721107621,1.946655808,-6.819396981,-4.416867481,-9.030688721
-6.871168505,-6.606153311,-4.362365877,0.216663919,-0.937864825,-6.142954281,2.16270838
-8.132086326,-7.357703388,-4.233558715,1.222408009,-1.377173513,-4.247481407,1.250145267
-5.600990075,-6.911250373,-4.616882487,0.17187168,-1.718104117,-4.893052788,2.250929967
-6.440268829,-4.15392218,-1.191278887,-0.845462853,5.702810584,-5.335964366,1.503918906
-2.48673173,9.561405243,3.459066021,3.087491379,-6.164245876,-6.161923868,-8.399852018
-6.115275148,-6.358809655,-3.746462396,0.822767869,-1.303724073,-3.567324572,2.334494181
5.720306069,0.207416405,4.457384796,-9.452881279,8.972379045,4.991709231,-5.281826524
-8.147730567,-3.56567443,-3.18641215,-0.168086229,6.002931166,-4.155370295,0.809026054
6.77396852,2.300504831,4.317031025,-10.65906449,10.3642899,7.20913371,-7.739508398
-6.208265593,-1.590741456,-2.819226536,-1.343400645,6.563882327,-6.259158655,0.296616484
6.988007083,2.278277381,3.042201314,-8.33636266,10.31402082,6.285677257,-5.969636498
-5.692508004,-5.419307489,-3.016527274,0.612972959,-2.401067779,-4.787330249,2.832215218
-6.766592946,-6.244284648,-3.44305845,0.634352031,-1.210415398,-4.944467304,1.804081629
6.533505819,2.715115445,3.877744828,-8.397835129,10.42015982,6.860062215,-6.092747943
5.555366004,1.721625874,4.624753066,-9.921357735,9.122301322,5.424450609,-5.186676799
-7.186502185,-5.036381491,-3.495282778,-0.403680442,7.284895197,-8.038347913,0.114212619
-6.856600117,-6.638741547,-3.910012,0.888506977,-1.541649918,-5.205072452,0.838975855
-7.497735337,-2.847667232,-4.481794167,-0.147117294,6.69207496,-4.702960722,-1.243350005
-6.177452944,-4.415455482,-3.001328485,1.936774816,-1.072489976,-5.152349017,2.365165496
-7.668294429,-7.231105899,-2.81094062,1.055490583,-1.9061272,-4.186519787,3.6413634
8.531797656,1.546976817,3.35872984,-7.645732935,8.946821812,6.802381273,-5.301894962
-5.963194563,-6.620802217,-3.899767576,-1.583391116,-1.670951852,-3.060286944,3.646507378
-4.466536212,8.34614308,4.833258288,0.624992639,-6.863944955,-4.979841169,-7.815271201
-7.568737387,-3.631007084,-3.046282189,-0.438503802,4.913034956,-6.301201037,-0.500345508
-5.2269658,-4.987804109,-3.440571321,1.728038007,-1.183438631,-4.348020444,3.415781981
-5.017629597,-6.24360079,-4.345885606,1.067206254,-0.302227781,-3.87894963,2.926247493
-7.580984815,-3.987793305,-3.076664218,-0.095169129,5.880282928,-6.28643493,-1.641279178
-5.265792471,-4.608754666,-0.361459547,-1.873334115,3.994972661,-4.715234638,-0.441967864
-6.715108084,-6.089651646,-3.832116941,0.917246748,-0.462753502,-2.870476992,2.522544057
-7.667676968,-5.207982479,-2.383490882,-0.339733491,5.824816937,-6.569507071,0.87952979
-6.993382699,-5.526883519,-2.103505279,-0.38990517,4.461899166,-4.974901244,0.839434577
-2.315145679,7.744225039,4.926834691,1.141214766,-7.517909918,-7.695485222,-9.904562689
-6.315881916,-3.414704961,-0.627483216,-0.268036017,5.205104906,-6.911175666,1.237634029
7.356386289,1.639521833,4.044963203,-9.099098289,9.838691539,6.573825816,-4.660258676
-6.299451811,-7.238638768,-3.479208817,1.162511736,-1.553402811,-3.630804692,1.944541701
-8.715687972,-5.155439166,-1.851640875,-0.720553194,6.429855302,-6.935640962,1.758291878
6.351187912,0.079729663,6.521065815,-7.319318502,9.58665064,5.37836457,-4.789991253
6.840645196,2.066010632,5.384259478,-10.15611796,9.910740672,6.938940716,-5.709317253
-2.507414582,7.95507442,4.13961782,1.457053042,-4.755070961,-9.653924533,-9.017947478
-3.590254163,10.06743898,4.600323682,2.654670381,-6.851308815,-6.850353454,-7.900043951
-8.640981371,-3.474044318,-3.651433176,-2.947918667,5.328735434,-5.107024394,-0.93708232
-7.317025382,-7.108920033,-4.605229735,2.423762434,-0.852906688,-3.712101476,2.603293648
-1.805705475,8.936464692,4.363927385,1.611445848,-6.942521058,-7.327987238,-8.180184721
-5.437311063,-4.732600464,-2.094976503,-1.430874806,5.416646249,-6.612299772,-1.439654912
-7.731372433,-6.954050758,-4.614058023,-0.50404321,-0.9840049,-3.661151604,1.778425497
-6.366572378,-3.607214143,-3.063502908,-2.1279748,6.290538468,-4.806001265,-0.288044586
-6.892613323,-6.549622844,-4.019811206,-0.187340136,-2.329017947,-5.787774827,2.090539615
-1.327629907,11.35794018,5.510625481,2.92198278,-6.748937167,-7.021635347,-9.314123201
8.368579061,2.143090467,3.411428874,-8.433312554,9.591858808,6.651778783,-5.575309395
8.881817872,2.812691311,4.681964053,-8.352366912,7.378140629,7.236990767,-7.063863571
-1.810974309,9.407771514,5.535072056,2.608341486,-5.830074476,-7.415344805,-7.520933691
-6.323071716,-7.104583194,-3.12885691,1.135184714,0.327057426,-3.809089712,2.757735662
6.927438949,1.644310489,2.14622965,-8.994973514,9.66005425,6.454772684,-4.474732579
-6.525189764,-6.057016794,-4.496222441,-2.399056425,-0.168330626,-2.380728249,1.624658035
-2.180446513,8.484525924,5.153146269,2.070247233,-5.910982201,-7.582162687,-9.165989903
7.120869653,2.45314624,4.39799375,-8.821247425,9.936180715,7.366699045,-4.402223881
-2.101144776,9.5650837,5.084652644,1.147516001,-6.730263709,-6.515969297,-8.83114929
-6.801222508,-7.049831754,-4.331309938,-1.514800632,-0.645621195,-4.298303238,1.964733284
-3.372691228,8.983082639,4.657895708,2.44580003,-8.246485554,-6.287542319,-11.54271939
7.473518005,1.928454619,4.964179128,-10.25609251,7.201750782,7.119721675,-4.765383365
5.23645367,1.728177054,3.073614008,-9.509107185,8.447088996,6.753395062,-5.897903547
-6.741903162,-7.620020533,-4.215310741,0.080400751,-1.043372926,-4.008399218,3.029117997
-6.443067705,-4.417005298,-4.997596185,-0.713223317,-2.025380602,-4.877714409,2.763343763
-3.913437189,8.880105918,5.159237582,3.64653363,-7.469079591,-8.462537567,-8.021490745
7.417592757,1.353942071,2.766923118,-9.628347322,10.93120959,6.339007915,-4.968091201
-1.882583986,9.059850009,5.263285975,2.676609817,-4.724698514,-7.195406249,-9.779350457
-9.16258604,-4.395590334,-3.595420942,-2.086630704,5.631220228,-5.304702327,0.585635373
-8.129320554,-4.217405545,-2.636610606,-0.606573419,5.992741169,-3.419083128,-0.891171002
-7.253044775,-5.312091229,-2.503243376,-1.073038443,5.306220816,-4.844991456,-2.175929854
-2.835210119,9.404652323,4.485973609,1.652784625,-8.659026122,-7.820077422,-8.361676716
-7.166842631,-4.501441328,-1.743161931,0.14142359,-1.269380677,-4.363260016,3.344557135
-8.488954254,-5.749742806,-4.040389856,-0.483264307,-1.917378692,-2.74099188,1.099717694
-1.432349478,6.84460871,3.445689435,1.014391228,-8.232135881,-8.463697983,-8.425328844
7.436271854,1.273917054,2.884833356,-9.629590887,11.11331526,6.731055742,-6.084811565
9.495325583,1.099948906,3.342064725,-10.77725123,9.839957693,6.824456366,-5.90516891
-8.151808763,-2.402534432,-4.111885624,-0.999818366,5.876984894,-6.889156273,-0.336545597
-7.093147058,-5.748859072,-3.952436359,-1.852872502,-0.899101603,-4.058766546,3.393475666
-2.927107169,6.988478255,3.569026418,3.884588771,-8.160082762,-6.690629772,-7.830883783
-6.438106045,-6.367820207,-4.944719733,-0.362006078,-1.5562813,-3.904144166,3.185207906
-2.586641084,7.818992365,6.090806385,3.780366328,-8.562285885,-7.904138184,-9.118138099
-4.416678694,-5.415282114,-3.630643158,0.228188946,0.314921832,-4.205371842,2.568731856
-5.685537366,-6.384206941,-4.22353361,-0.615225528,-2.521472605,-2.239503145,1.609800432
-8.032942052,-3.827258039,-1.702158958,-2.169460922,5.178374506,-5.05174126,0.900849999
-6.417841497,-7.160049941,-4.606716544,0.766710833,-0.351804671,-5.133866577,1.661999698
8.118164119,1.913966352,3.626597233,-9.123807949,9.314864843,8.334597008,-4.520489444
6.909312135,1.077547383,4.109738445,-10.46107118,9.563153919,7.780949697,-5.921357432
-8.255381477,-3.864141735,-2.364411513,-1.730399833,5.859204485,-6.941472194,0.806480643
-7.670996692,-5.521842343,-1.718975287,-0.962664943,4.200907264,-5.469574786,0.060739851
-6.373469415,-4.132881168,-2.401947851,-1.468643687,6.056327228,-5.871550068,-1.1732223
-1.962464055,8.775354029,4.273054424,1.581411535,-7.802037376,-5.264733904,-9.160648226
-3.510512277,8.092097223,3.685260734,2.491388634,-7.385816252,-7.059624168,-7.944094982
9.329931553,3.259764827,5.739794233,-8.709655264,10.74689024,8.642976557,-5.536663048
-7.179311672,-5.011817682,-3.827260361,0.374044692,4.844264724,-5.342937398,-0.395002561
9.42937926,2.786458535,4.951800565,-9.418712438,8.873528263,7.410045189,-7.259300697
8.152671951,-0.36877833,3.141650222,-8.60905037,9.148541505,6.856395111,-7.100003449
-2.819588614,7.466484572,4.9041336,1.932835774,-6.134266467,-6.786586097,-9.001031458
-2.357439631,8.179143227,6.729417558,0.365508657,-6.694886612,-4.856503374,-8.831527912
-6.884189751,-5.451438698,-4.347849601,-1.725127682,-1.392502644,-5.267753494,2.368875627
6.530388252,0.831554434,3.701059223,-9.616279529,9.671811624,6.048346181,-4.68393408
6.988749591,1.326183184,3.001916005,-9.868334347,8.534024964,6.66150728,-5.726040619
-7.421899916,-6.719874891,-4.236946536,-0.580638759,4.228723201,-6.872087183,0.297030719
-0.79858425,8.90983691,4.471057113,2.043221847,-5.717748889,-7.807462727,-8.599958774
-5.122366336,-8.460500012,-3.464743181,-0.034479567,-2.108523873,-3.615002564,0.506762415
7.294350216,2.161619866,5.272362701,-11.08911213,9.075121301,7.984423272,-4.778017245
-1.972783723,10.04816718,4.232418729,2.881131998,-6.756147382,-7.00439537,-9.049711986
-9.562765301,-6.826402405,-3.877510076,0.358992784,0.619054724,-3.600511155,2.767509748
-6.372268992,-4.446844116,-2.871344458,-0.152336378,5.502856085,-7.937432557,0.771625326
-8.580784366,-7.062744703,-3.204730607,-0.560716005,-2.342070546,-3.22439586,2.699605817
6.840039007,1.204362944,4.30196046,-7.939118791,10.25910715,6.141160046,-7.094189822
7.62860832,1.622180574,3.578285839,-8.182662517,9.598935584,4.546252124,-6.426757434
-2.185031271,8.884143074,4.736874801,2.568326709,-7.697847874,-4.787722318,-9.844345138
7.724952575,1.378428224,5.272596771,-9.198117503,10.52229294,5.565256271,-4.714831749
6.569815271,2.865074265,3.622725276,-9.685904004,7.71481491,5.03548458,-5.745544593
-5.838635664,-6.502819856,-4.246319407,0.282894331,-1.352825133,-4.947652217,0.849304813
-7.240374157,-4.949752023,-1.912192677,-0.845196447,4.262682849,-8.141819107,0.582585944
-3.478941343,9.124821446,4.01356356,2.467233603,-9.734253854,-7.736961458,-9.964381718
-2.009333499,7.614979953,5.007528129,-0.126856824,-6.254119174,-5.99487811,-9.430683712
-2.567148165,9.602362803,5.602224005,2.91905784,-5.806005247,-7.510955144,-9.136194562
-5.716886354,-7.497829806,-4.602631767,0.133736992,-0.686694826,-3.999419944,2.257059217
-4.344966379,10.40295065,4.782256749,2.354522519,-5.514100729,-7.510252423,-8.264285826
-5.498822272,-6.171105351,-3.027514954,-1.81030891,6.378219643,-4.082578411,0.939603867
6.925195903,-0.470089417,4.821301168,-10.705251,8.350422097,7.336754899,-6.100379269
-7.533962365,-6.198981338,-3.43365982,-0.040035635,0.329353042,-5.012523523,2.520534498
-6.928144785,-3.643951753,-1.082298862,-1.05457437,7.751345808,-5.600020011,-0.005774407
7.104110595,2.25722836,3.773870665,-11.25369475,8.547631654,8.103391277,-4.319216783
-2.755532904,6.712814411,3.818999914,1.546365489,-7.138565988,-7.067968994,-7.719433159
-8.034190454,-2.30184292,-1.302361333,0.688594999,5.053220275,-7.614925544,-0.802193538
-2.241147195,9.729460518,4.588760143,1.989294472,-6.736320886,-7.396014906,-9.763720014
-6.577889588,-6.284395168,-4.875572061,2.060232038,-0.86076642,-4.950018544,1.243232606
-6.952308082,-4.272177834,0.194343683,-0.499749086,5.850661047,-5.576933054,-0.156630236
-1.240614387,9.505698885,3.416658606,3.397797416,-5.328381925,-5.997823101,-9.599915622
-6.625535878,-6.761253653,-4.988262555,2.420241757,-0.572204996,-2.959946654,1.013388622
7.549827123,1.922127466,4.376377521,-10.04805151,9.059108749,6.744862084,-5.55114328
-3.933155735,9.192815298,2.675342798,0.492023959,-6.881996107,-7.423716489,-6.846291121
-8.082410612,-6.15461259,-3.916226274,-1.024739405,-1.416493153,-4.749351829,2.246347963
8.052759865,1.939128463,5.538786585,-11.78028877,7.975962542,7.33048704,-5.73910943
7.880931472,2.654516549,4.843790338,-8.641733111,10.00224869,6.238823404,-5.824054634
-0.277698712,7.693407773,5.411280631,1.974279629,-8.424061039,-6.387225621,-8.004724552
-8.263367947,-4.706482798,-1.429571115,-2.271581933,5.061818197,-4.795766617,0.778865058
-2.895520098,6.808991755,6.02964297,0.627960013,-7.883066095,-7.211461892,-7.421915965
-5.715926836,-3.34084731,-2.274550256,-1.342173162,5.057631173,-8.254655223,0.321695449
-1.856874745,7.437893971,6.116419186,3.353261038,-7.505189893,-6.48430606,-8.34429757
-1.288376324,8.137512347,6.35191912,0.225533174,-6.444857127,-6.404678911,-9.633884825
-1.965837431,8.351662369,5.210477505,1.209910527,-8.684509292,-8.507652031,-8.79024281
-2.963745342,8.795632851,4.548479279,1.892291186,-6.827368701,-7.94071466,-9.555343906
8.520946115,2.717592962,4.424717043,-9.591255525,8.339339034,4.467677578,-5.640057775
-3.491685017,8.789652978,5.189930935,1.004825229,-6.774251685,-8.214135088,-9.439695401
-3.493731674,9.008331419,5.423881616,1.784908349,-5.686514245,-5.8585942,-7.919412902
-4.667888123,-6.586346531,-2.550285767,2.568385339,-1.470468694,-4.714681907,0.919246957
6.745988651,2.719538281,3.813926613,-10.74486533,10.6794357,7.865300203,-5.597706183
-6.692053908,-6.44024465,-2.456175324,0.764552085,-0.794634143,-3.900881008,2.468519477
-5.021040766,-5.16091331,-5.125444255,1.125794043,-1.404139559,-4.781999215,0.348438705
-3.090878537,7.999529398,3.990601291,0.749229417,-6.845543723,-7.650082824,-8.604541845
8.224634697,1.410532373,6.304896374,-9.84490495,9.545189328,5.285749735,-5.465997441
-8.511231194,-3.201225754,-2.57188407,1.604077447,4.994608503,-6.865384603,1.818448537
-4.745393873,-5.648492572,-3.944633256,2.109857936,-2.042066463,-5.046626175,1.63554638
-6.653322565,-5.761018217,-4.240814821,-0.207412997,-0.876522434,-3.133288887,2.710065849
-6.398312971,-6.647477495,-2.968606613,0.849946751,-0.770737419,-3.83033101,1.305066769
7.263368416,1.149515281,3.241299324,-11.06547453,8.887905884,7.751544862,-5.575387987
5.12602191,3.291014129,4.351674778,-9.967934611,10.25535543,8.173491412,-8.555129356
-3.507292251,7.260001275,4.734406404,3.779258802,-4.212721969,-6.782953806,-7.721646482
6.543379034,2.757569545,3.602287721,-10.04861688,10.42844674,6.26881597,-6.158013166
7.573953198,2.702587401,3.003517856,-9.652707655,6.068693246,6.896186118,-6.054031917
8.49464198,2.129825235,2.882715701,-10.81420238,9.413320305,6.985175785,-6.127840606
-2.823888452,9.143654135,2.259139731,0.143487869,-6.263660185,-5.842928188,-9.74881446
-1.816474868,7.744955632,6.342393494,2.17549848,-5.247770292,-7.613142589,-7.020265834
-2.91099265,9.695648455,3.486186555,2.727902982,-6.680203205,-6.407071311,-9.483899829
7.936406987,1.406986353,6.019301707,-9.545184683,9.700128728,5.999776482,-6.684383047
-9.26992676,-5.530836302,-3.373374293,-0.668088257,6.491539213,-5.252755426,0.887551723
7.254067778,2.058102835,4.299599112,-12.00367338,9.412852953,4.419277242,-5.020999713
-8.150639243,-7.340440611,-4.162013033,-1.065304835,-0.248950564,-3.318511926,1.662264667
6.921212893,-0.971406368,3.33016366,-10.07925906,10.78306814,7.045480755,-6.58635931
7.372190959,0.617983818,3.57773091,-9.53783906,8.662343467,7.509003612,-6.411849867
7.209646308,2.03733416,3.561802044,-9.15757018,9.748024956,7.549627948,-6.332346623
-6.240145864,-7.385432423,-4.048239569,-0.204727927,-2.222763331,-6.277722587,2.376621047
-2.04713673,9.797676637,4.38833995,1.375659489,-5.457257329,-5.141209929,-7.859469706
-6.882300698,-5.599642183,-2.837738642,1.710454603,-3.620470511,-4.774691674,1.217887273
-5.310430938,-6.183706834,-4.617882206,0.512770441,0.017811616,-3.881630508,2.830008704
7.358818306,1.29946544,1.985902779,-10.58117882,8.84895839,6.401773379,-6.882885246
-8.232421301,-4.610761086,-2.597970871,-1.500602335,6.43068845,-6.528725205,1.583058773
-2.050017544,8.944120417,2.978917903,2.402787903,-6.671939504,-6.608530756,-10.11507633
-4.595675281,9.174775752,6.852409876,1.613130415,-7.607704289,-6.506761034,-8.525949546
-6.422327065,-6.052142095,-4.874475906,-0.970211751,-0.706802234,-3.277293363,2.982693727
-3.310725213,8.667099633,5.410681056,0.919334189,-6.451812796,-8.582011823,-9.399665753
-6.305040199,-5.435599617,-5.1761299,0.752858374,-0.515828598,-4.178125523,0.6263636
7.117683056,0.657829381,3.233185717,-8.778652584,9.628908792,6.75064115,-5.446870253
-0.916527625,9.033630199,3.450915417,1.92328953,-7.925748276,-6.406702178,-8.547380392
-7.517555132,-0.999033603,-2.064520472,0.253468023,6.47164494,-5.171130491,0.758262306
-6.303557766,-6.592398336,-3.132114234,0.351758368,-2.554818409,-2.5046989,2.672682774
-1.774560078,8.02848232,4.355723738,3.167932546,-5.984980004,-8.252969045,-8.486847856
-7.546532656,-5.121801337,-3.495634207,-1.662484518,5.700548916,-7.562659537,-0.962739847
-6.375268494,-6.368470746,-3.36314683,1.064430301,-4.695992338,-4.821774733,0.824269317
7.927255932,2.650378932,2.500247151,-8.038491508,9.911806338,7.398550837,-6.511882988
-5.675392631,-6.885844487,-3.185785346,1.382751596,-1.521764476,-5.55979534,2.029145584
-2.327771003,9.609315594,4.082455783,1.560171862,-7.8063255,-6.911548764,-9.686756391
-7.410298424,-3.267357986,-2.159125745,-0.614577867,5.743840439,-4.769393649,-0.540404205
7.187100765,1.243991682,3.718022138,-9.858580482,11.01106541,7.595471124,-4.818563079
-1.801605801,10.19253898,5.048014749,0.597535595,-7.353272649,-3.937061258,-8.113836696
8.533054317,1.732379082,3.28161225,-8.7605349,10.20052982,6.749588624,-3.575663598
6.79375521,2.827156173,3.328974934,-9.49295984,9.218566671,7.427983442,-7.330446157
8.266682116,2.013429303,5.295140054,-10.91314317,10.36346143,7.369841969,-7.771451898
-3.160554517,8.485669446,5.226242855,3.211452755,-6.858355614,-6.571276581,-7.136112812
5.756563544,2.429390618,6.114511251,-10.58316647,8.638394911,5.938837373,-5.623219561
-7.128894863,-5.170081625,-2.77577101,-1.445265921,4.994327955,-5.85567092,-0.027015446
-2.247947092,8.645008989,4.783267304,0.196934451,-6.47097438,-7.909481101,-10.19099804
6.857571937,2.845288827,4.202993396,-10.66200296,9.856514982,5.934045557,-3.958692938
-4.700451474,10.54876823,5.762253055,1.513405068,-6.336236363,-6.876961866,-7.608337388
-4.303159112,-7.399956941,-3.623119419,3.243911049,-1.2945108,-4.113628926,3.025556842
-8.178982569,-5.635948548,-2.261715032,-0.142066085,-1.477884153,-3.741125735,3.961476255
8.294935273,0.727041614,2.973898389,-9.009400296,9.333859396,6.193681032,-4.737589902
-7.300020502,-5.752325581,-5.405237816,-0.159055693,-3.36018744,-2.616790679,2.005508401
-3.203910754,8.60500369,4.115790438,2.125524556,-7.702047124,-5.759078926,-8.838120692
6.211195446,0.854542819,5.436135406,-10.72394602,9.907492367,6.032781601,-4.136172862
-3.747013122,11.1473195,2.687791037,1.821384589,-6.291309985,-6.599117726,-9.461027276
8.673069229,2.742524252,4.682428429,-10.19563316,9.825873814,5.944492492,-5.548360486
-6.166132194,-5.203907177,-2.754907009,0.688179436,-2.879050759,-2.395755309,2.793045328
-7.526185759,-3.901448375,-3.319011372,-1.893261003,5.495890091,-7.071057777,0.919819807
-6.165425619,-6.546081104,-2.574278037,-2.456009403,5.67773072,-5.292704148,2.023828914
-2.518862044,9.893250101,5.12048743,3.419732975,-7.339486453,-7.309744572,-10.13943702
-7.374314327,-5.623797663,-3.101313872,0.284418152,-0.544114484,-3.230157118,2.391697853
-6.305434384,-4.006165675,-2.052749559,-0.461221954,5.957975373,-4.899368448,0.441194222
-2.451174888,9.86271701,2.392989502,1.366469389,-6.668343499,-5.680030637,-9.330230204
-2.706119431,8.54970505,4.684237634,0.227462251,-6.384921537,-6.496674562,-9.247636231
-6.981575017,-3.733644538,-3.218331284,-0.226226935,6.180642398,-6.107701069,0.152537878
-8.009392512,-3.118016607,-3.206477894,-1.042697567,5.270197009,-7.142913708,1.854408356
-2.843972955,8.610637665,3.684756257,2.39676875,-4.817102272,-7.947642508,-8.8141083
-5.334651502,-6.763660978,-5.247399728,-0.722370694,-2.652907081,-3.697603043,3.713979917
-7.744965641,-2.972351526,-2.620791407,-0.865455527,4.900741553,-5.331311926,-0.720418733
7.953630911,1.963693159,3.920748984,-9.136762623,9.664718693,6.389893981,-7.315096358
-7.154211275,-7.787383279,-2.437228405,2.310806088,-2.7640287,-2.883701589,3.188442878
-7.162719236,-3.920968868,-2.736567692,-1.075914069,6.142819265,-5.266203171,-0.599922535
-7.865327175,-5.2261025,-4.196298867,-0.323477272,-2.459823804,-3.50104941,2.222416541
-4.478120765,9.117724258,6.681954876,2.250528146,-6.90190617,-6.558027283,-8.849419761
8.107254312,0.62420222,3.91705172,-9.032451655,9.110612896,6.442098413,-5.891003648
-6.780353165,-2.296630676,-2.203260653,-1.328284439,4.34384014,-7.227811362,-1.010939571
-4.889621365,-6.33400712,-5.144473162,0.286511396,-2.391031707,-4.844263489,1.933016795
-2.214973494,8.779878328,3.856113171,1.282628632,-7.795819107,-7.711931802,-8.905506047
-9.236146235,-4.964701957,-3.320056587,-1.153584702,5.670159728,-5.350449391,0.557834329
6.340419768,1.011709632,3.907077139,-8.85147299,9.546254457,6.005702406,-5.49169919
-5.635953282,-6.480881468,-4.701982772,0.271621572,-1.380576092,-6.104899459,2.094282941
6.732376086,2.350982584,3.624088967,-9.119786511,10.61420358,5.929531129,-5.883793244
-7.446702339,-6.651027893,-2.899812355,0.142427838,-0.532359173,-4.766462917,1.185894288
-7.243912483,-2.966705041,-3.955213874,-1.983176944,5.983058397,-5.910318257,0.228364872
-8.811715301,-5.571926487,-3.938722958,-0.937030069,5.245566228,-6.965712319,-0.107194261
8.85083114,1.540175951,4.398098469,-10.47914179,7.449818537,5.91013755,-6.293356826
